;Classe;Date de création ;Adresse du siège ;Site Web ;Téléphone ;Email 
552;sante;01/10/2006;Rue de la Terre Victoria - Parc Edonia, bat C35760 SAINT-GRÉGOIRE;http://nutrialys.fr;08 11 46 28 56;info@nutrialys.fr
553;sante;01/03/2006;1 avenue du pays de Caen – Normandial14460 Colombelles;http://www.lcinodry.com;02 31 78 99 99;contact@lcinodry.com
554;sante;01/08/2006;24B rue Baldassini69007 LYON;http://www.altrabio.com;04 26 84 69 63;contactus@altrabio.com
555;sante;01/04/2005;5 avenue du Grand Sablon38700 La Tronche;http://www.synapcell.fr;04 76 63 75 90;contact@synapcell.fr
556;sante;01/10/2007;2 rue Henri Le Guilloux35000 Rennes;http://www.therenva.com;;
557;sante;01/07/2007;97 allée Alexandre Borodine69800  Saint-Priest;http://www.bactup.com;04 26 78 48 88;bactup@bactup.com
558;sante;01/04/2007;1 avenue Bourgelat69280 Marcy l’Etoile;http://www.voxcan.fr;04 78 19 52 36;contact@voxcan.fr
559;sante;01/03/2007;Canal Biotech 2 1er étage 3 Rue des satellites31400 Toulouse;http://www.ambiotis.com;05 62 24 41 57;contact@ambiotis.com
560;sante;01/01/2005;ZA de l'Épine 72460 Savigné l'Évêque;http://biodevas.fr;02 43 27 72 72;
561;sante;01/09/2013;6 rue Antoine Lavoisier77680  Roissy en Brie;https://bloomizon.com;09 70 46 20 95;contact@bloomizon.com
562;sante;01/01/2006;1682 rue de la Valsière34790 Grabels;http://www.deinove.com;04 48 19 01 00;
563;sante;01/01/2009;Parc technologique des Rives de l’Oise60201 Compiègne;http://olygose.com;03 44 90 78 10;
564;sante;01/06/2010;6 rue Professeur Laguesse59037 Lille;http://www.mdoloris.com;03 62 09 20 80;contact@mdoloris.com
565;sante;01/08/2008;2 rue Marc Donadille13013 Marseille;http://www.idmed.fr;04 91 11 87 84;04 91 11 87 84
566;sante;01/01/2009;29 rue du Faubourg Saint Jacques75014 Paris;http://www.lltechimaging.com;01 82 72 61 25;contact@lltech.fr
567;sante;01/02/2009;11 Rue GranbonpréB-1435  Mont-Saint-Guibert;http://www.promethera.com;+32 (0)10 39 43 00;contact@promethera.com
568;sante;01/01/2010;47-83 Boulevard de l'Hôpital75013  PARIS;http://www.carthera.eu;;contact@carthera.eu
569;sante;01/01/2012;12 Avenue de Cocagne31560  Nailloux;http://www.tesalys.fr;05 61 34 09 41;info@tesalys.fr
570;sante;01/01/2014;183 Avenue de choisy75013  PARIS ;http://www.aavlife.com;09 70 46 82 22;amber@aavlife.com
571;sante;01/01/2009;La Condemine 71260 Péronne;http://www.jannymt.com;03 85 36 96 58;jannymt@jannymt.com
572;sante;01/01/2009;52 rue de la Boétie75008  Paris;http://www.lysogene.com;01 56 88 52 86;contact@lysogene.com
573;sante;01/01/2011;26 Avenue du recteur Poincaré75016 Paris;http://www.thebeautyst.com;01 85 08 09 23;contact@thebeautyst.com
574;sante;01/01/2013;179 boulevard Malesherbes75017 Paris;http://soshape.fr;01 81 72 01 72;founders@soshape.com
575;sante;01/05/2014;1 boulevard Maurice Slama06200 Nice;http://carrotcake.fr;;contact@bluecarrot.fr
576;sante;01/04/2013;2 bis villa Manin75019  PARIS;http://kelbongoo.fr;06 17 03 32 65;contact@kelbongoo.com
577;sante;01/01/2012;1 rue de Metz57470  Hombourg-Haut ;http://www.panivending.com;;06 80 06 15 25
578;sante;01/01/2007;11 rue des peupliers92130 Issy Les Moulineaux;http://www.pharnext.com;01 41 09 22 30;contact@pharnext.com
579;sante;01/01/2010;6 Parc de Bompertuis - Rue d'Arménie13120  GARDANNE;http://www.sanoia.com;04 84 25 21 40;info@sanoia.fr
580;sante;01/01/2008;94/96 avenue Ledru-Rollin75011 Paris;http://www.enterome.fr;01 75 77 27 85;info@enterome.com
581;sante;01/01/2009;200 avenue Jean Jaurès69007 Lyon;http://www.poxel.com;04 37 37 20 12;
582;sante;01/01/2013;75 route de Lyons la forêt76000  Rouen;http://www.celenys.com;09 72 44 83 88;contact@celenys.com
583;sante;01/01/2004;11 Amal St. - POB 117934809900 Rosh-Haayin;http://beta-o2.com;+ 972 3 918-0700;contact@beta-o2.com
584;sante;01/01/2010;3 rue de la brise92370  Chaville;http://www.toofruit.com;;distribution@toofruit.com
585;sante;01/01/2009;15 avenue René Cassin86961 Chasseneuil;http://www.icanopee.fr;05 49 49 64 73;contact@icanopee.fr
586;sante;01/01/2013;17 rue de Bretagne75003 Paris;http://www.air-detox.com;;contact@air-detox.com
587;sante;01/06/2013;Hôpital de la Pitié-Salpêtrière – 47 bd de l'hôpital75013 PARIS;http://www.adscientiam.fr;01 57 27 41 94;info@adscientiam.com
588;sante;01/07/2010;60 avenue Rockefeller69008 LYON;http://www.amoeba-biocide.com;04 26 69 16 00;
589;sante;01/01/2008;57 rue Vannerie21000  DIJON ;http://nvh-medicinal.com;03 71 70 01 71;contact@nvh-medicinal.com
590;sante;01/01/2010;28 place Henri Dunant63000 CLERMONT-FERRAND;http://www.nutrifizz.fr;06 68 65 42 03/ 04 73 91 03 09;contact@nutrifizz.fr
591;sante;01/12/2009;Biopôle Clermont-Limagne63360  SAINT BEAUZIRE;http://neobiosys.com;04 73 40 75 86;contact@neobiosys.com
592;sante;01/01/2011;Biopôle Clermont-Limagne63360 Saint-Beauzire;http://www.carbios.fr;04 73 86 51 76;contact@carbios.fr
593;sante;01/01/2013;2 place Pierre Viala34000 Montpellier;http://www.matahidrink.com;;contact@matahidrink.com
594;sante;01/01/2008;9 avenue de l’Europe34830  Clapiers;http://www.imageau.eu;04 67 20 41 31;
595;sante;01/08/2013;70 Ancien Chemin de Saint Vincent34730 Prades-le-Lez;http://naturalpad.fr;;contact@naturalpad.fr
596;sante;01/05/2012;21 rue des Iles94100  Saint-Maur des Fossés;http://fr.openfoodfacts.org;;contact@openfoodfacts.org
597;sante;01/01/2013;86 rue de Paris91400 Orsay;http://stilla.fr;01 69 33 52 87;info@stilla.fr
598;sante;01/01/2011;3D Allée Debussy69130 Ecully;http://www.dailydiag.fr;04 78 34 13 70;contact@dailydiag.fr
599;sante;01/01/2014;13 rue Larrivé69003 Lyon;http://360medical.fr;;support@360medical.fr
600;sante;01/01/2009;2 rue Jean Milon35000  RENNES;http://www.2o-innovation.com;02 99 01 09 11;contact@2o-innovation.com
601;sante;01/01/2011;Pôle International du cheval – Avenue Ox & Bucks14800 DEAUVILLE;http://www.equicare-center.com;;
602;sante;01/01/2011;7 rue Alfred Kastler14000 Caen;http://biopic.fr;06 21 97 81 17;contact@biopic.fr
603;sante;01/01/2012;12 rue Louis Courtois de Viçose - bât. 331100  Toulouse;http://www.pixience.com;05 81 31 42 74;contact@pixience.com
604;sante;01/01/2009;28 Place Henri Dunant63000  Clermont Ferrand;http://www.echodia.fr;04 73 27 49 82   ;contact@echodia.fr
605;sante;01/01/2011;Hôpital Xavier Arnozan - Avenue du Haut Lévêque33604 PESSAC;http://soushautespressions.over-blog.com;05 47 30 28 12 / 07 62 63 07 06;info@hpbiotech.fr
606;sante;01/08/2005;7 rue Montespan91024  Evry;http://www.vigilio.fr;01 69 47 60 70;customercontact@vigilio.fr
607;sante;01/01/2007;20C rue de Chemnitz68200 Mulhouse;http://www.rhenovia.com;03 89 32 11 80;info@rhenovia.com
608;sante;01/01/2007;713 route de Mudaison34670 Baillargues;http://www.microphyt.eu;06 14 79 68 92;contact@microphyt.eu
609;sante;01/06/2013;1 place Pierre Potier31106  Toulouse;http://www.gamamabs.com;;
610;sante;01/01/2011;28 chemin du Petit Bois69130 Ecully;http://www.in2bones.com;04 72 29 26 26;contact@in2bones.com
611;sante;01/01/2012; 10-14 Rue Jean Perrin17000 La Rochelle;https://www.archimedox.com;;info@archimedox.com
612;sante;01/01/2009;15 rue Jean Baptiste Berlier75013  Paris;http://www.eeleo.com;;contact@eeleo.com
613;sante;01/02/2009;110 allée Charles Babbage30000 Nîmes;http://www.nosopharm.com;04 66 26 53 21;contact@nosopharm.com
614;sante;01/01/2011;109 avenue de Lespinet - Bâtiment C31400  Toulouse;http://www.micronutris.com;;contact@micronutris.com
615;sante;01/01/2013;7 rue robert et reynier69190 Saint-Fons;http://www.likedat.fr;06 52 71 04 61;hakkar@likedat.fr
616;sante;01/01/2005;Les Cyclades, Bât. E - Chemin de Camperousse06130 Grasse;http://www.immunosearch.fr;04 93 70 32 98;info@immunosearch.fr
617;sante;01/04/2013;570 rue de la chimie38400  Saint Martin d'Hères;http://www.smartox-biotech.com;04 56 52 08 69;contact@smartox-biotech.com
618;sante;01/01/2006;79 rue de Miromesnil75008  Paris;http://www.da-pharma.fr;;contact@da-pharma.com
619;sante;01/01/2011;96 bis boulevard Raspail75006  Paris;http://www.ynsect.com;01 72 60 51 12;contact@ynsect.com
620;sante;01/01/2010;30 rue André Theuriet37000  Tours;http://eredova.com;02 47 31 10 70;contact@eredova.com
621;sante;01/02/2013;17 rue Moreau75012 Paris;http://www.santech.fr;01 53 46 25 77;
622;sante;01/01/2009;70 route de Lyons-la-Forêt76000  Rouen;http://www.robocath.com;;contact@robocath.com
623;sante;01/01/2012;4 traverse Dupont06130 Grasse;http://www.biopreserv.fr;04 89 85 60 28;contact@biopreserv.fr
624;sante;01/01/2008;30 allée du lac d'aiguebelette - Bâtiment passerelle 673370 LE BOURGET DU LAC;http://www.bioparhom.com;09 51 95 08 18;contact@bioparhom.com
625;sante;01/09/2012;177 avenue Pierre Brossolette94170 Le Perreux-sur-Marne;http://www.deexies.com ;06 31 56 73 77;jeremy@deexies.com
626;sante;01/01/2005;51 Boulevard Pierre Dramard13344  Marseille;http://www.vect-horus.com;04 91 69 87 81;
627;sante;01/01/2009;7 Place de la Comédie34000  Montpellier;http://www.bioluxmedical.com;04 67 92 76 25;contact@bioluxmedical.com
628;sante;01/01/2005;Boulevard Sébastien Brandt67400 Illkirch Graffenstaden;http://www.alsachim.com ;03 68 24 00 80;contact@alsachim.com
629;sante;01/02/2011;108 avenue Carnot77140 Saint Pierre Les Nemours;http://www.magpie-polymers.com;01 64 28 90 78;info@magpie-polymers.com
630;sante;01/01/2008;36 avenue de l'Europe Immeuble l'Etendard78140 Velizy Villacoublay;http://www.carmatsa.com;01 39 45 64 50;contact@carmatsas.com
631;sante;01/12/2005;115 avenue Lacassagne69003 Lyon;http://www.adocia.com;04 72 61 06 10;
632;sante;01/01/2007;Aéropole centre – Biotechnopôle29600  Morlaix;http://www.hemarina.com;02 98 88 14 02;contact@hemarina.com
633;sante;01/01/2010;38 cours Clémenceau33000  Bordeaux;http://l-n-c.fr;06 36 07 11 50 ;contact@l-n-c.fr
634;sante;01/01/2011;5 avenue du Grand Sablon38700  La Tronche;http://www.synthelis.fr;04 76 54 95 37;contact@synthelis.fr
635;sante;01/01/2013;Hoza 5100-681   Varsovie;http://www.intelclinic.com/ ;+48 600 286 912;kamil@intelclinic.com
636;sante;01/07/2005;13 Rue du Bois de la Champelle54500 Vandoeuvre-lès-Nancy;http://www.plantadvanced.com;03 83 94 03 42;contact@plantadvanced.com
637;sante;01/02/2005;8 allée Irène Joliot Curie69800  Saint-Priest;http://www.biomup.com;04 86 57 36 10;contact@biomup.com
638;sante;01/07/2013;77 rue Leblanc75015  Paris;http://cryocapcell.fr;06 07 95 31 93;cryocapcell@gmail.com
639;sante;01/01/2006;5 place Jean Jaurès37000 Tours;http://axessvisiontechnology.com;02 47 34 32 90;info@axessvisiontechnology.com
640;sante;01/03/2008;4 rue Pierre Fontaine91058  Évry;http://www.innavirvax.fr;01 80 85 60 83;
641;sante;01/06/2011;80 Avenue des buttes de coesmes35700 Rennes;http://www.diafir.com;02 99 67 15 41;info@diafir.com
642;sante;01/09/2007;1 Place Pierre Potier31106 Toulouse;http://www.ederna.com/;+33 (0)9 800 844 20;info@ederna.com
643;sante;01/12/2010;8A rue du Pâtis Tatelin35700 Rennes;http://www.medventiv.com;02 99 87 22 02;
644;sante;01/02/2009;7 Parvis Louis Neel38000 Grenoble;http://www.fluoptics.com;04 38 78 28 78;infos@fluoptics.com
645;sante;01/11/2011;75 route de Lyons la Forêt76000 Rouen;http://www.biosims.fr ;09 83 37 59 89;contact@biosims.fr
646;sante;01/06/2012;82 Rue Fondary75015 Paris;http://www.picoseq.com;06 83 37 08 71;info@picoseq.com
647;sante;01/10/2006;5 avenue du Grand Sablon38700 La Tronche;http://www.endocontrol-medical.com;04 76 63 75 83;infos@endocontrol-medical.com
648;sante;01/06/2006;29 rue du Faubourg Saint-Jacques75014 Paris;http://www.aterovax.com;01 56 82 22 00;contact@aterovax.com
649;sante;01/05/2013;89 rue du Faubourg Saint Antoine75011  Paris;http://www.geckobiomedical.com;01 76 21 72 28;info@geckobiomedical.com
650;sante;01/01/2011;NASA Ames Research Park Building 20, Second Floor94035  Moffett Field;http://www.scanadu.com;;info@scanadu.com
651;sante;01/11/2010;24 rue Charlot75003  Paris;http://www.bepatientstore.com;01 44 61 52 25;contact-store@bepatient.fr
652;sante;01/01/2007;45 Rue Frédéric Joliot-Curie13013  Marseille;http://www.provepharm.com;04 91 11 87 59; info@provepharm.com
653;sante;01/01/2010;40 Rue de Paradis75010 Paris;http://www.bioaxial.com;01 83 64 50 38;info@bioaxial.com
654;sante;01/08/2011;18 Rue Alain Savary25000 Besançon;http://www.onefit-medical.com;03 81 25 24 27;
655;sante;01/01/2009;436 Rue Pierre et Marie Curie31670  Labège;http://www.antabio.com;;
656;sante;01/07/2004;102 avenue Gaston Roussel93230 Romainville ;http://www.oroxcell.com;01 41 83 72 20;contact@oroxcell.com
657;sante;01/01/2010;41 rue de Richelieu75001 Paris;http://www.sonalto.fr;01 82 28 87 60;contact@sonalto.com
658;sante;01/10/2012;Travée 8, Bâtiment Péclet , Grande voie des Vignes92295  Châtenay-Malabry;http://www.wandercraft.eu;;
659;sante;01/10/2012;2 rue de Gascogne 31300 Toulouse;http://www.tonpsy.fr;06 15 91 16 24;leila@tonpsy.com
660;sante;01/01/2013;12 Rue de Bretagne 92600  Asnières-sur-Seine;http://www.alantaya.com;08 99 86 87 46 ;contact@alantaya.com
661;sante;01/01/2000;99 rue de Gerland69007  LYON;http://www.imaxio.com;04 37 65 55 00;contact@imaxio.com
662;sante;01/01/2007;40 Rue Chef de Baie17000  La Rochelle;http://www.apinov.com;05 46 34 10 71;contact@apinov.com
663;sante;01/01/2013;1 place de l'hôpital67091 Strasbourg;http://www.insimo.fr;03 88 11 90 81	;contact@insimo.fr
664;sante;01/11/2012;Inria Rennes - Bretagne Atlantique35042  Rennes;http://www.mensiatech.com;02 99 84 72 59;contact@mensiatech.com
665;sante;01/06/2013;7 Place Ile de Beauté06300 Nice;http://www.therapixel.com;04 92 38 71 59;contact@therapixel.com
666;sante;01/04/2011;25B Rue Grenier92100 Boulogne-Billancourt;http://www.castalie.com;01 46 20 10 00;info@castalie.com
667;sante;01/01/2005;28 Rue du Docteur Roux75724   PARIS;http://www.theravectys.com;01 43 90 19 20;contact@theravectys.com
668;sante;01/01/2008;2871 Avenue de l'Europe Parc d'Activités du SERMENAZ - allée C69140 Rillieux-la-Pape;http://www.eyetechcare.com;04 78 88 09 00;
669;sante;01/01/2010;1 Place Pierre Potier Cancéropôle- Entrée B31106  Toulouse;http://www.syntivia.fr;09 74 77 06 60;contact@syntivia.fr
670;sante;01/01/2011;359 Route de Sainte Luce44300  Nantes;http://www.prothese-de-bain.com;02 40 20 80 25;info@aqualeg.com
671;sante;01/01/2005;12 Rue Ettore Bugatti67201  Eckbolsheim;http://www.biosynex.nexenservices.com;03 88 77 57 01;info@biosynex.com
672;sante;01/01/2009;4067 Route de Cassel59114  Terdeghem;http://www.nature-gourmandise.com;03 28 49 69 11;contact@nature-gourmandise.fr
673;sante;01/01/2012;9 Avenue du Recteur Poincaré75016 PARIS;http://www.keldoc.com;01 84 17 37 56;
674;sante;01/01/2009;21 Avenue Victor Hugo75116  PARIS;http://www.visiomed-lab.com;01 40 67 06 50;sc-pharma@visiomed-lab.com
675;sante;01/01/2011;1 Place de L'Hôpital67000 Strasbourg;http://www.axilumrobotics.com;03 88 11 90 33;info@axilumrobotics.com
676;sante;01/01/2009;86 Rue de Paris91400  Orsay;http://www.pegastech.com;01 69 08 81 88;contact@pegastech.com
677;sante;01/01/2009;Cap Alpha34830 Clapiers ;http://www.dialpha.com;04 67 59 30 88;contact@dialpha.com
678;sante;11/06/2012;23 rue du Cirque75008 Paris;http://www.zensoon.com;09 50 29 85 34;contact@zensoon.com
679;sante;01/01/2009;4 Rue Rivière33500  Libourne;http://www.fermentalg.fr;05 57 25 02 20;contact@fermentalg.com
680;sante;05/01/2006;29, rue du faubourg Saint-Jacques75014 Paris;http://www.fluigent.com/fr;+331 7701 8265;contact@fluigent.com
681;sante;01/01/2013;321 Avenue Jean Jaures69007  Lyon;;;
682;sante;01/01/2008;40 Rue Marc Seguin68200 Mulhouse;http://www.cellprothera.com;03 89 32 76 40;contact@cellprothera.com
683;sante;01/01/2011;55 Rue Notre-Dame de Lorette75009 Paris;http://www.causses.org;01 53 16 10 10;contact@causses.org
684;sante;01/01/2002;1 Chemin de Borie34170 CASTELNAU LE LEZ;http://www.medtechsurgical.com;04 67 10 77 40;contact@medtechsurgical.com
685;sante;11/03/2010;35 Rue du Clos 91130 Ris Orangis;http://www.sophiadog.com/fr/;+33 6.12.83.14.30;yschertz@sophiadog.net
686;sante;01/01/2011;Fitnext  3, rue de La Chapelle75018 Paris;http://www.fitnext.com;;contact@fitnext.com
687;sante;01/01/2009;5 Rue de L\'Amiral Courbet 94160  Saint-Mandé;http://www.spineguard.com/;0145184519;contact@spineguard.com
688;sante;01/01/2003;60 Rue de Wattignies75012 Paris ;http://www.nanobiotix.com/;01 40 26 04 70;mail@nanobiotix.com
689;sante;01/01/2008;20, port Saint Sauveur 31000 Toulouse;http://www.medinbox.com/;+33531980756 / +330677630930;contact@medinbox.com
690;sante;01/01/2008;2871 Avenue de L'Europe 69140  Rilleux La Pape;http://www.eyetechcare.com/;04 78 88 09 00;contact@eyetechcare.com
691;sante;01/02/2006;75, rue Saint Jean 31130  Balma;http://www.vexim.fr/;+33 (0) 5 61 48 86 63;vexim@vexim.com
692;sante;01/06/2010;Centre Microélectronique de Provence Ecole Nationale Supérieure des Mines de Saint Etienne 880, route de Mimet13541  Gardanne;http://www.pixinbio.com/;;contact@pixinbio.com
693;sante;01/01/2001; 	516 Rue Pierre et Marie Curie31670 LABEGE;http://www.genticel.com/;05 61 28 70 60;business@genticel.com
694;sante;01/09/2011;1 avenue Bourgelat69280  Marcy l'Étoile;http://www.vetbiobank.com/;04 78 87 27 04;s.maddens@vetbiobank.com
695;sante;01/01/2005;SuperSonic Imagine- Les Jardins de la Duranne – bât E/F 510, rue René Descartes F13857 Aix-en-Provence;http://www.supersonicimagine.fr/;04 88 19 68 55;contact@supersonicimagine.fr
696;sante;01/01/2012;256 Rue Francis de Pressense 69100 Villeurbanne;http://www.pasolo.com/;04 72 84 26 27;a.mory@pasolo.fr
697;sante;01/01/2005;4 Rue pierre fontaine 91000 Évry;http://www.partnerchip.com/;01 60 87 34 62;contact@partnerchip.fr
698;sante;01/01/2011;704, avenue Roger Salengro92370 Chaville;http://www.oniris-ronflement.fr;+ 33 (0)1 47 50 50 67;contact@oniris-ronflement.fr
699;sante;01/01/2012;24-30 rue Lionnois BP 6012054003  Nancy Cedex;http://biolie.fr/;03 83 59 64 98;contact@biolie.fr
700;sante;01/01/2013;60L avenue du 14 Juillet21300  Chenôve;http://www.crossject.com/;;info@crossject.com
701;sante;01/01/2011;83 Boulevard de L’Hôpital75013 Paris;;;
702;sante;01/05/2011;27 rue d'Esbly77240 Cesson;http://www.lesmainslibres.fr/;06 31 52 56 65;contact@lesmainslibres.fr
703;sante;01/11/2011;Institut de la Vision 17 rue Moreau75012  Paris;http://www.bodycap-medical.com/;+33 (0)1 61 53 03 29/+33 (0)6 68 50 25 25;fabrice.verjus@bodycap-medical.com
704;sante;01/01/2012;89 Rue du Faubourg Saint Antoine  75011 Paris;http://www.gensight-biologics.com/;0176214730;
705;sante;01/01/2010;9 rue Bernard Palissy75006 Paris;http://www.dlabshop.com/;0145448569;contact@dlabshop.com
706;sante;01/01/2006;15 Rue de l'Ecole de Medecine75006 Paris;http://www.addenfi.com/sitenew/;01 43 60 07 60;info@addenfi.com
707;sante;18/11/2010;e-Health Services SAS, Rue D'Arménie, 6 Parc De Bompertuis13120 Gardanne;http://www.sanoia.com;;info@sanoia.com
708;sante;01/01/2004;15 Rue Bois de la Champelle54500  Vandoeuvre-les-Nancy;http://www.genclis.com/;+33(0)383678211;info@genclis.com
709;sante;01/01/2009;4 Rue Pierre Fontaine 91058  Evry;http://www.aelred.fr;01 60 87 89 00;contact@aelred.fr
710;sante;01/09/2010;PathoQuest SAS, Centre François Jacob, 28 rue du Dr Roux75015 Paris;http://www.pathoquest.com;+33 (0)1 40 61 39 16;contact@pathoquest.com
711;sante;01/01/2011;225 rue St Exupéry, Bât. le Cariacou34130 Mauguio;http://www.1001pharmacies.com/;04.99.92.69.09;serviceclient@1001pharmacies.com / bonjour@1001pharmacies.com
712;sante;01/03/2012;12, Greenford Gardens GreenfordUB6 9LY London;http://www.pace4life.org;+44 (0) 77 869 319 78 (UK).;lavan@pace4life.org
713;sante;01/01/2011;: 24 Rue du Faubourg Saint Jacques 75014 Paris;http://www.observia.fr/;0153105337;contact@observia.fr/gvergez@observia.fr
714;sante;21/04/2011;N.CN.C N.C;http://www.carenity.com/;: +33(0)685617555;contact@carenity.com/michael.chekroun@carenity.com
715;sante;01/10/2008;5, rue Henri Desbruères91000 Evry;http://www.global-bioenergies.com;+(33) 1 64 98 20 50;invest@global-bioenergies.com
716;sante;29/10/2008;Heliopolis Bâtiment C - 3 Allée des Maraichers Heliopoli13013 Marseille 13;http://www.capsum.net;+33 (0)4 91 21 02 90 ;sebastien.bardon@capsum.eu
717;sante;01/03/2004;4 Rue Amedee Gordini 78114 MAGNY LES HAMEAUX78114  Magny-les-Hameaux;http://www.adimel.com;01 30 47 44 06;adimel@free.fr
718;sante;01/01/2008;7 parvis Louis Néel Batiment BHT BP 5038040 Grenoble;http://www.cytoo.com;+33 438 884 723;fchatelain@cytoo.com
719;sante;01/06/2009;615, rue du Jardin Botanique 54600 Villers lès Nancy54600 Villers-Lès-Nancy;http://www.harmonicpharma.com;33 (0)3 54 95 86 04;gegout@harmonicpharma.com
720;sante;01/01/2011;91 Rue du Faubourg Saint-Honoré75008 Paris;http://www.drugee.com;06 08 66 98 33;hubert.mechin@drugee.com
721;sante;04/07/2011;SAS Umanlife – 2, rue Meissonier75017 Paris;https://www.umanlife.com/;533 673 604;contact@umanlife.com
722;sante;01/01/2008;217 Second Street- 5th Floor94105 San Francisco;http://foodzie.com/     -    http://www.joyus.com/;1-866-856-9878;
723;sante;01/01/2013;Indéfini75000 Paris ;http://signup.pharmacie-innovations.com/;Indéfini;contact@pharmacie-innovations.com
724;application;01/01/2015;-13100  Aix-en-Provence;http://wease-app.com/ ;-;bonjour@wease-app.com 
725;application;01/01/2011;14 Rue Charles Fourier91000  Évry;http://ubeeko.com/;+33 1 60 71 35 98;contact@ubeeko.com
726;application;01/05/2014;5 rue de la claire69009 Lyon;http://freemo.blue/;;contact@freemo.blue
727;application;01/01/2013;Cap Omega, Rond-point Benjamin Franklin34960 Montpellier;https://www.affilyone.fr/;04 11 93 41 60;contact@affilyone.com
728;application;01/01/2013;212 RUE SAINT MAUR75010  Paris;-;-;-
729;application;01/01/2012;Université Polytechnique de Valencia - Bureau 9B 46022 Valencia;https://fr.yeeply.com/;09 75 18 87 75;support_fr@yeeply.com
730;application;01/09/2014;44 rue Cauchy94110 Arcueil;http://www.beekast.com/;09 83 22 25 59 / 06 64 37 46 20;contact@beekast.com
731;application;01/01/2014;1847 Centinela Avenue90404 Santa Monica;https://www.whipclip.com/;;privacy@whipclip.com
732;application;01/09/2014;19 bis, rue du Bazinghien59000 Lille;http://www.mobileangelo.fr/;03 10 38 41 19;contact@mobileangelo.fr
733;application;01/10/2013;550 Bryant Street94107 San Francisco;http://www.handpick.com/;;copyright@handpick.com
734;application;01/04/2015;44 Rue Paul Valéry75116  Paris;http://footch.fr/ ;06 85 90 09 53;adrien@omnesgenius.fr
735;application;01/03/2008;Music Story Parc de la Cimaise 14 Rue du Carrousel 59650  Villeneuve-d'Ascq;http://www.music-story.com/;+33 (0)9 75 39 15 73;musicstorypro@music-story.com
736;application;01/01/2014;1, Place Albert Einstein56000  Vannes;http://www.shopus.fr/;;contact@shopus.fr
737;application;01/02/2015;128 rue La Boétie 75008  Paris ;http://www.zipla.fr/;;info@zipla.fr
738;application;01/01/2013;-- -;http://www.zeecrowd.com/ ;;contact@zeecrowd.com 
739;application;01/01/2015;1 RUE D’ENGHIEN75010  PARIS;http://www.iwheelshare.com/;;contact@iwheelshare.com
740;application;01/01/2014;2 rue des Frères Bérat 76120 Le Grand-Quevilly;http://www.calendeasy.fr/;06 51 06 02 70;contact@calendeasy.fr
741;application;01/01/2014;38 Rue Jim Sévellec 29200 Brest;http://www.eqwall.com/;06 65 35 89 69;contact@eqwall.com
742;application;01/01/2013;PO Box 950192 Atlanta, GA 30377NC Atlanta;http://partpic.com/;;jewel@partpic.com
743;application;01/03/2014;Johannisstraße 2010117 Berlin;http://www.helpling.de/;01 70 61 57 79;contact@helpling.fr
744;application;01/12/2014;9 rue Lagrange75005 Paris;https://www.flashgap.com/;;support@flashgap.com
745;application;01/01/2014;159 chemin de la madone69280 Marcy l’Etoile;http://www.aidodys.com/;07 83 49 44 87;contact@aidodys.com
746;application;01/02/2015;16 rue du Docteur Germain Sée75016  Paris;http://www.karry-me.com/;;contact@karry-me.com
747;application;01/07/2013;9 Impasse des Gymnastes13012  Marseille ;http://www.totem-mobi.fr/;04 91 49 22 75     ;contact@totem.mobi
748;application;01/09/2011;-- -;https://www.snapchat.com/;;
749;application;01/01/2011;.. Ness Ziona;http://moovitapp.com/;;support@moovitapp.com
750;application;01/05/2011;110 rue des Poissonniers 75013 Paris;http://www.mobicheckin.com/;;
751;application;01/05/2010;5 rue de Tracy75002 Paris;http://www.sentinelo.com/;01 82 28 50 70;contact@sentinelo.com
752;application;01/04/2014;9 rue Dareau75014 Paris;http://padambus.com/;01 45 81 74 32;contact@padambus.com
753;application;01/10/2012;45 rue de l'Est92100 Boulogne-Billancourt;http://www.meetineo.com/ ;01 84 19 41 89;hello@meetineo.com 
754;application;01/07/2009;33 rue Galilée75016 Paris;http://www.mobile2you.fr/;01 44 43 5524 ;
755;application;10/01/2013;60 rue de Wattignies75012  Paris;https://www.swapcard.com/;;info@swapcard.com
756;application;17/10/2013;1 allée Jean Rostand33650 Martillac;http://www.pxcom.aero/;05 56 89 17 63;contact@pxcom.aero
757;application;28/01/2014;19 Q Rue Fernand Pelloutier 92100 Boulogne Billancourt;http://www.addictivepages.fr/;;contact@addictivepages.fr
758;application;01/02/2014;28 rue des Franciscains  68100 Mulhouse;http://www.1mile.com;09 53 13 53 58;adelya@1mile.com
759;application;01/01/2014;39 rue du Caire PARIS - France75002 Paris;https://getcleanio.com/;01 76 36 09 29;hello@getcleanio.com
760;application;01/02/2010;360 3rd St. Suite 40094107 San Francisco;https://www.udemy.com/;;press@udemy.com
761;informatique;01/01/2015; 59 RUE DU CONSEIL DES XV67000  STRASBOURG;http://www.askheem.com/fr/ ;;hello@askheem.com 
762;informatique;01/01/2013;76 bis Rue de Rennes75006  Paris;http://www.sky-boy.com/ ;;vburgevin@sky-boy.com
763;informatique;01/01/2015;5 rue Darius Milhaud 94440  Santeny;http://www.shuff-app.com/ ;+33 06 61 77 67 78;
764;informatique;01/01/2014;88 avenue des Ternes75017  Paris;https://www.textolife.fr/fr/ ;;
